,id,title,rating,user
19,200762,"America's Dumbest Criminals: Wild and Weird Stories of Fumbling Felons, Clumsy Crooks, and Ridiculous Robbers",0,534
0,36509935,The Kind Worth Killing,0,536
1,45299992,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",0,536
2,113429,No One Belongs Here More Than You,0,536
3,34914739,I Am Watching You,5,536
4,44058244,"The Dancing Girls (Detective Jo Fournier, #1)",0,536
5,43717362,When We Believed in Mermaids,4,536
6,39893613,The Gown,4,536
7,42249612,Here To Stay,4,536
8,42932929,The Prison Doctor,0,536
9,38746485,Becoming,5,536
10,42171136,Followers,0,536
11,36247169,Educated,5,536
12,20170404,Station Eleven,0,536
13,40597810,Daisy Jones & The Six,0,536
14,43299266,The Wives,4,536
15,42421761,Where the Crawdads Sing,0,536
16,39664819,"In a Dark, Dark Wood",0,536
17,34189556,The Wife Between Us,0,536
18,10614,Misery,0,536
19,19691,"The Hunt for Red October (Jack Ryan, #3)",0,536
0,27161845,Here's to Us,4,537
1,26192467,First Comes Love,3,537
0,8120173,The Book Thief,0,538
1,85301,Unaccustomed Earth,0,538
2,33917,The Namesake,0,538
3,53003950,The Daughter from a Wishing Tree,0,538
4,32778254,The Serpent's Revenge: Unusual Tales from the Mahabharata,0,538
5,22559326,The Mother I Never Knew: Two Novellas,0,538
6,264390,How I Taught My Grandmother to Read and Other Stories,0,538
7,4525896,Gently Falls the Bakula,0,538
8,1184484,Wise and Otherwise,0,538
9,44358774,"Postscript (P.S. I Love You, #2)",0,538
10,9745480,Love Virtually,0,538
11,18242289,House of Cards,0,538
12,32599492,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",0,538
13,25074850,"The Girl in the Spider's Web (Millennium, #4)",4,538
14,2165,The Old Man and the Sea,0,538
15,1499952,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",5,538
16,29844228,Thirteen Reasons Why,5,538
17,3532010,Dollar Bahu,5,538
18,38462,Giovanni's Room,4,538
19,35504431,Turtles All the Way Down,5,538
0,827685,Up from Slavery,0,543
1,32370,Dry,0,543
2,152519,Incidents in the Life of a Slave Girl,0,543
3,613283,Princess: A True Story of Life Behind the Veil in Saudi Arabia,0,543
4,228560,Sophie's Choice,5,543
5,60792,The Accidental Tourist,3,543
6,9375,Fried Green Tomatoes at the Whistle Stop Cafe,4,543
7,73960,Lorna Doone,3,543
8,337113,The Tenant of Wildfell Hall,3,543
9,161099,"Good Night, Mr. Tom",5,543
10,30933,Brideshead Revisited,4,543
11,92780,Cold Comfort Farm,4,543
12,5872,"Regeneration (Regeneration, #1)",4,543
13,125190,"Swallows and Amazons (Swallows and Amazons, #1)",3,543
14,50365,"A Suitable Boy (A Suitable Boy, #1)",5,543
15,6259,Birdsong: A Novel of Love and War,3,543
16,3388,Corelli's Mandolin,4,543
17,31463,Far From the Madding Crowd,4,543
18,107301,A Town Like Alice,4,543
19,159178,"North and South (North and South, #1)",2,543
0,763858,Patternmaking for Fashion Design,0,544
1,77203,The Kite Runner,0,544
0,84979,Pride and Prejudice,0,545
0,545425,الرحيق المختوم,0,547
1,646462,القرآن الكريم,0,547
2,25307,"No god but God: The Origins, Evolution and Future of Islam",0,547
0,22654678,"Elementary Linear Algebra, Applications Version",0,548
1,22375267,Bog se nikada ne smeje,0,548
0,38389488,The Reckoning,4,549
1,36809135,Where the Crawdads Sing,0,549
2,40097951,The Silent Patient,0,549
3,39088984,"Long Road to Mercy (Atlee Pine, #1)",0,549
4,30653956,No One Is Coming to Save Us,0,549
5,30753987,The Leavers,0,549
6,24907310,"In a Dark, Dark Wood",0,549
7,25817395,The Ex,0,549
8,26192646,Sweetbitter,0,549
9,23417396,Trail of Broken Wings,0,549
10,25074850,"The Girl in the Spider's Web (Millennium, #4)",0,549
11,22571540,The Stranger,0,549
12,18114142,A Fall of Marigolds,0,549
13,15793184,Calling Me Home,0,549
14,28602472,Don't You Cry,0,549
15,24612118,Fates and Furies,0,549
16,9509289,One Summer,0,549
17,1466455,Three Wishes,0,549
18,23153154,"Memory Man (Amos Decker, #1)",0,549
19,16131115,The Girls of August,0,549
0,28214365,Commonwealth,0,551
1,16045144,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",4,551
2,34322184,Razor Girls: The Blakk Chronicles,0,551
3,18214414,"The Silkworm (Cormoran Strike, #2)",4,551
4,17857684,A Well-Tempered Heart,0,551
5,16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",4,551
6,11331421,The Art of Hearing Heartbeats,4,551
7,22557272,The Girl on the Train,4,551
8,14568987,The Art Forger,4,551
9,13641289,Ashenden,4,551
10,16099189,The Light in the Ruins,4,551
11,12467074,Clover Adams: A Gilded and Heartbreaking Life,4,551
12,23281845,The House of Hawthorne,0,551
13,8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",4,551
0,9416,"Confessions of a Shopaholic (Shopaholic, #1)",1,552
1,5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",2,552
2,117367,"Fancy Pants (Wynette, Texas, #1)",2,552
3,10441,The Memory Keeper's Daughter,4,552
4,17157,Marie Antoinette: The Journey,3,552
5,865,The Alchemist,4,552
6,960,"Angels & Demons (Robert Langdon, #1)",3,552
7,8683812,The Paris Wife,3,552
8,5526,Dear John,3,552
9,18405,Gone with the Wind,3,552
10,3473,A Walk to Remember,3,552
11,15931,"The Notebook (The Notebook, #1)",5,552
12,16331,"Murder at the Vicarage (Miss Marple, #1)",1,552
13,12958655,Paris in Love,3,552
14,10111087,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,2,552
15,23422,The Art of Travel,2,552
16,11525,"1,000 Places to See Before You Die",3,552
17,152,Anna Karenina,3,552
18,48855,The Diary of a Young Girl,3,552
19,6185,Wuthering Heights,5,552
0,5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",5,559
1,5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,5,559
2,3869,A Brief History of Time,5,559
3,76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,0,559
4,12609433,The Power of Habit: Why We Do What We Do in Life and Business,0,559
5,11084145,Steve Jobs,0,559
0,22009466,"Why Materialism Is Baloney: How True Skeptics Know There Is No Death and Fathom Answers to life, the Universe, and Everything",0,560
1,18844898,"Meditation within Eternity: The Modern Mystics Guide to Gaining Unlimited Spiritual Energy, Accessing Higher Consciousness and Meditation Techniques for Spiritual Growth",0,560
2,34321711,The Cosmic Hologram: In-formation at the Center of Creation,4,560
3,35724089,Consciousness and Fundamental Reality (Philosophy of Mind Series),0,560
0,2053603,Lysergic,0,561
1,854592,NeuroLogic,0,561
2,28930020,The Rose Of Paracelsus: On Secrets & Sacraments,0,561
3,168518,The Upanishads: Breath of the Eternal,0,561
4,319366,The Song of God Bhagavad Gita,0,561
5,432590,Psychedelic Prayers: And Other Meditations,5,561
6,16192244,"The New Science of Psychedelics: At the Nexus of Culture, Consciousness, and Spirituality",5,561
0,3228917,Outliers: The Story of Success,0,564
0,8379374,"Backstage Pass (Sinners on Tour, #1)",3,565
1,8341567,"The Perfect Play (Play by Play, #1)",4,565
2,389627,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",5,565
3,5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",5,565
4,227443,"Bridget Jones's Diary (Bridget Jones, #1)",4,565
5,33456,"A Dirty Job (Grim Reaper, #1)",4,565
6,12691,Marley and Me: Life and Love With the World's Worst Dog,5,565
7,7501962,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",3,565
8,392005,The Silent Duchess,5,565
9,7863274,Graffiti Moon,4,565
10,10817086,Before the Poison,4,565
11,209194,"The Man in the Brown Suit (Colonel Race, #1)",4,565
12,16299,And Then There Were None,3,565
13,11296523,The Kite Runner: Graphic Novel,5,565
14,77203,The Kite Runner,5,565
15,128029,A Thousand Splendid Suns,5,565
16,11525,"1,000 Places to See Before You Die",0,565
17,8357992,"Worth Dying For (Jack Reacher, #15)",0,565
18,455925,"Running Blind (Jack Reacher, #4)",0,565
19,4494917,"Gone Tomorrow (Jack Reacher, #13)",0,565
0,8709523,"The Golden Lily (Bloodlines, #2)",0,566
1,390256,The Ace of Knaves,0,566
0,125482,Doing It for Daddy: Short and Sexy Fiction about a Very Forbidden Fantasy,0,567
0,29044,The Secret History,0,569
1,25721551,Osmeh za svaki dan,4,569
2,6087523,Senka vetra,5,569
3,3210456,Knjiga o Milutinu,5,569
4,20455163,Druid iz Sindiduna,0,569
5,7600085,Хамамът Балкания,0,569
6,2906312,Podmetači za snove: Geopoetičke basne,5,569
7,25076276,Isusovi memoari,0,569
8,23044,The Body,3,569
9,25837813,Slonica koja je izgubila sreću: priče koje će vas nadahnuti da uživate u svakom trenutku,0,569
10,61264,Silk,4,569
11,2906311,Knjiga o bambusu,5,569
12,6120135,"Inšallah, Madona, Inšallah",5,569
13,77203,The Kite Runner,5,569
14,104915,How To Know God: The Soul's Journey Into The Mystery Of Mysteries,4,569
15,94318,Awareness: A de Mello Spirituality Conference in His Own Words,4,569
16,319604,Buddha: A Story of Enlightenment,5,569
17,816720,The Witch of Portobello,5,569
18,71728,Jonathan Livingston Seagull,4,569
19,13103,"The Celestine Prophecy (Celestine Prophecy, #1)",5,569
0,17340249,The Green-Eyed Monster (Poison Apple #11),0,571
1,16104792,The Ghost Of Christmas Past (Poison Apple #10),0,571
2,16066030,The Ghoul Next Door (Poison Apple #9),0,571
3,9473383,Her Evil Twin (Poison Apple #6),0,571
4,10148269,Curiosity Killed the Cat (Poison Apple #7),0,571
5,8643438,Midnight Howl (Poison Apple #5),0,571
6,10903928,At First Bite (Poison Apple #8),0,571
7,8012287,Now You See Me ... (Poison Apple #4),0,571
8,170548,Don't Sweat the Small Stuff ... and It's All Small Stuff: Simple Ways to Keep the Little Things From Taking Over Your Life,0,571
9,6758423,"Women, Food and God: An Unexpected Path to Almost Everything",0,571
10,196613,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",0,571
11,11857408,"Fifty Shades Darker (Fifty Shades, #2)",0,571
12,12881778,"Fifty Shades Freed (Fifty Shades, #3)",0,571
13,7260188,"Mockingjay (The Hunger Games, #3)",0,571
14,6148028,"Catching Fire (The Hunger Games, #2)",0,571
15,2767052,"The Hunger Games (The Hunger Games, #1)",0,571
0,35111199,How to Handle a Narcissist: Understanding and Dealing with a Range of Narcissistic Personalities (Narcissism Books),0,572
1,50532392,"Getting It, Then Getting Along: Understanding the world's five major religions",0,572
2,53562853,Being Authentic,0,572
3,50491664,Christmas Cupcake Murder,0,572
4,37790137,All's Well: Where Thou Art Earth and Why,0,572
5,34660426,"The Writer's Lexicon: Descriptions, Overused Words, and Taboos",0,572
6,43914533,It's Kinda Personal.: Raw Emotion. Unfiltered Pain.,0,572
7,45872446,Everyday Chinese Medicine: A Guide to Vibrant Health and Well-Being,0,572
8,45860947,"What the Single Eye Sees: Faith, Hope, Charity & the Pursuit of Discipleship",0,572
9,52899335,The Contemplative Skeptic: Spirituality for the Non-Religious and the Unorthodox,0,572
10,48563917,The Quest for Truth,0,572
11,52652770,A Course in Christianity,0,572
12,51326468,Esoteric Apprentice,0,572
13,51648166,SIGNIFICANCE AND MEANS OF SELF-KNOWLEDGE,0,572
14,52784741,What is the Woman Saying: Lessons from Biblical Women,0,572
15,52181264,"Eff This! Meditation: 108 Tips, Tricks, and Ideas for When You're Stressed Out, Anxious, or Overwhelmed",0,572
16,48981211,"One Hundred Daffodils: Finding Beauty, Grace, and Meaning When Things Fall Apart",0,572
17,50103096,Blossoms and Bones: Drawing a Life Back Together,0,572
18,51700803,Eat a Peach,0,572
19,48635850,Fairest: A Memoir,0,572
0,15507958,"Me Before You (Me Before You, #1)",0,573
1,17262236,Rose Under Fire,0,573
2,12842115,"Just One Day (Just One Day, #1)",0,573
3,15745753,Eleanor & Park,0,573
4,12852666,The Age of Miracles,0,573
5,16115612,And the Mountains Echoed,0,573
6,1934,Little Women,0,573
7,366522,"P.S. I Love You (P.S. I Love You, #1)",0,573
8,1885,Pride and Prejudice,0,573
9,2657,To Kill a Mockingbird,0,573
10,24770,"Uglies (Uglies, #1)",0,573
11,22628,The Perks of Being a Wallflower,5,573
12,4671,The Great Gatsby,0,573
13,24280,Les Misérables,0,573
14,4667024,The Help,0,573
15,3558003,"Lord of Misrule (The Morganville Vampires, #5)",5,573
16,7741325,"Dash & Lily's Book of Dares (Dash & Lily, #1)",5,573
17,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5,573
18,11870085,The Fault in Our Stars,5,573
19,9416,"Confessions of a Shopaholic (Shopaholic, #1)",5,573
0,547094,I Am Legend and Other Stories,2,575
1,8909,The War of the Worlds,2,575
2,41804,"I, Robot (Robot, #0.1)",4,575
3,7677,"Jurassic Park (Jurassic Park, #1)",2,575
4,350,Stranger in a Strange Land,0,575
5,29579,"Foundation (Foundation, #1)",0,575
6,295649,"Bloody Jack (Bloody Jack, #1)",2,575
7,133518,The Things They Carried,4,575
8,343,Perfume: The Story of a Murderer,5,575
9,39999,The Boy in the Striped Pajamas,4,575
10,4965,Year of Wonders,3,575
11,45032,Mansfield Park,2,575
12,11275,The Wind-Up Bird Chronicle,0,575
13,157993,The Little Prince,3,575
14,662,Atlas Shrugged,0,575
15,375802,"Ender's Game (Ender's Saga, #1)",4,575
16,70535,"2001: A Space Odyssey (Space Odyssey, #1)",0,575
17,11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,575
18,10357575,1Q84,0,575
19,3342764,"The Magician's Apprentice (Black Magician, #0.5)",2,575
0,902,The Westing Game,4,576
1,607931,Good Masters! Sweet Ladies!: Voices from a Medieval Village,2,576
2,160192,Joyful Noise: Poems for Two Voices,5,576
3,488240,The New Kid on the Block,5,576
4,105549,The Sneetches and Other Stories,5,576
5,9858488,Dead End in Norvelt,5,576
6,331920,Flipped,5,576
7,22232,"Stargirl (Stargirl, #1)",4,576
8,3975774,"Evermore (The Immortals, #1)",0,576
9,231804,The Outsiders,5,576
10,1217100,Thirteen Reasons Why,5,576
11,13089710,"The Kill Order (The Maze Runner, #4)",0,576
12,5287473,"Hex Hall (Hex Hall, #1)",0,576
13,6068551,"Shiver (The Wolves of Mercy Falls, #1)",0,576
14,11870085,The Fault in Our Stars,0,576
15,9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",0,576
16,119322,"The Golden Compass (His Dark Materials, #1)",5,576
17,41865,"Twilight (Twilight, #1)",1,576
18,370493,The Giving Tree,5,576
19,30119,Where the Sidewalk Ends,5,576
0,2767052,"The Hunger Games (The Hunger Games, #1)",0,578
1,6148028,"Catching Fire (The Hunger Games, #2)",0,578
0,2941407,Steve Jobs: Apple & iPod Wizard,0,579
0,35248504,The Rabbit Listened,0,581
1,40376072,Children of Ruin (Children of Time #2),0,581
2,25499718,Children of Time (Children of Time #1),5,581
3,40109367,Dare to Lead,4,581
4,39330937,The Laws of Human Nature,3,581
5,36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,581
6,19103097,"The Magician's Land (The Magicians, #3)",4,581
7,6101718,"The Magicians (The Magicians, #1)",4,581
8,10079321,"The Magician King (The Magicians, #2)",4,581
9,119322,"The Golden Compass (His Dark Materials, #1)",3,581
10,35233,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)",3,581
11,12962439,"A Game of Thrones: The Graphic Novel, Volume One (A Song of Ice and Fire: The Graphic Novels, #1)",5,581
12,9814682,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",5,581
13,9832370,BookRags Summary:  A Storm of Swords,5,581
14,38524301,Shades of Magic Vol. 1: The Steel Prince,4,581
15,21787,The Princess Bride,5,581
16,9361589,The Night Circus,5,581
17,37903770,Norse Mythology,4,581
18,30165203,"American Gods (American Gods, #1)",4,581
19,113436,"Eragon (The Inheritance Cycle, #1)",4,581
0,19501,"Eat, Pray, Love",3,582
1,35306,Dirt Music,3,582
2,53981,The Great Transformation: The Political and Economic Origins of Our Time,4,582
3,238953,Das Kapital,4,582
4,25698,An Inquiry into the Nature and Causes of the Wealth of Nations,4,582
5,86154,The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else,1,582
6,82120,The Worldly Philosophers,2,582
7,303615,"The General Theory of Employment, Interest, and Money",5,582
8,569464,New Ideas from Dead Economists: An Introduction to Modern Economic Thought,5,582
9,51877,Capitalism and Freedom,5,582
10,5740446,The Return of Depression Economics and the Crisis of 2008,1,582
11,3028,Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,3,582
12,1215358,The Age of Turbulence: Adventures in a New World,4,582
13,900892,A Random Walk Down Wall Street,4,582
14,75220,Low Life: Lures and Snares of Old New York,3,582
15,39872,Encyclopedia of an Ordinary Life,2,582
16,24097,True Notebooks: A Writer's Year at Juvenile Hall,3,582
17,53225,Newjack: Guarding Sing Sing,4,582
18,79107,A Drinking Life,3,582
19,141596,Strange Piece of Paradise,4,582
0,5841487,"True Love and Other Disasters (Chinooks Hockey Team, #4)",0,583
1,1718005,Strictly Business,4,583
2,1145420,An Introduction to Marine Biogeochemistry,0,583
3,2231832,"Up For Renewal: What Magazines Taught Me About Love, Sex, and Starting Over",0,583
4,588369,A Place Called Here,0,583
5,659600,Annie's Song,4,583
6,33722,The Undomestic Goddess,5,583
7,33724,Can You Keep a Secret?,5,583
8,15812853,Adele: The Biography,4,583
9,42156,"Something Borrowed (Darcy & Rachel, #1)",4,583
10,6063187,Twenties Girl,5,583
11,574963,"Better Read Than Dead (Psychic Eye Mystery, #2)",5,583
12,1032295,Lucy in the Sky,5,583
13,33726,Crazy For You,5,583
14,574955,"Abby Cooper, Psychic Eye (Psychic Eye Mystery, #1)",5,583
15,117366,Just Imagine,5,583
16,2410506,Thanks for the Memories,5,583
17,81227,Infidel,5,583
18,8745,Desert Flower,5,583
19,854757,Bet Me,5,583
0,5889987,وا إسلاماه,0,584
1,2767052,"The Hunger Games (The Hunger Games, #1)",0,584
2,228665,"The Eye of the World (The Wheel of Time, #1)",0,584
0,13144603,"The Skinny Rules: The Simple, Nonnegotiable Principles for Getting to Thin",0,585
0,33155777,Fierce Kingdom,0,586
1,11534238,Happiness Economics,0,586
2,2962909,Things Go Flying,0,586
3,1255781,Have a Little Faith: a True Story,0,586
4,23346377,"In a Dark, Dark Wood",0,586
5,16071745,"Someday, Someday, Maybe",0,586
6,15793858,Give Me Everything You Have: On Being Stalked,0,586
7,15797938,The Dinner,0,586
8,23398634,"Wired (Buchanan-Renard, #13)",0,586
9,18693854,"Fast Track (Buchanan-Renard, #12)",4,586
10,16101020,"Hotshot (Buchanan-Renard, #11)",4,586
11,12958009,"Sweet Talk (Buchanan-Renard, #10)",0,586
12,9647908,"The Ideal Man (Buchanan-Renard, #9)",0,586
13,6671931,"Sizzle (Buchanan-Renard, #8)",0,586
14,3407345,"Fire and Ice (Buchanan-Renard, #7)",0,586
15,9538,"Shadow Dance (Buchanan-Renard, #6)",0,586
16,107771,"Slow Burn (Buchanan-Renard, #5)",0,586
17,107769,Murder List (Buchanan-Renard #4),4,586
18,107790,"Killjoy (Buchanan-Renard, #3)",4,586
19,107773,"Mercy (Buchanan-Renard, #2)",4,586
0,17203392,"تنظيم الوقت برمجة وأولويات (سلسلة الإدارة المثلى, #3)",0,587
0,33151805,Into the Water,0,589
1,20654417,Leaving Time,5,589
2,12716613,The Witness,0,589
3,11343348,"Private Games (Private, #3)",3,589
4,8196732,Sister,0,589
5,43339,Where Are the Children?,0,589
6,58872,Dirty Blonde,3,589
7,13133,The Quickie,3,589
8,5575,Cradle and All,3,589
9,13162,"When the Wind Blows (When the Wind Blows, #1)",3,589
10,7510,The Beach House,3,589
11,83763,Prey,3,589
12,9682816,Kill Me If You Can,3,589
13,13153,Hide and Seek,3,589
14,259538,"Outbreak (Dr. Marissa Blumenthal, #1)",3,589
15,32499,The Pelican Brief,3,589
16,5358,The Firm,3,589
17,10830444,Guilty Wives,2,589
18,128029,A Thousand Splendid Suns,3,589
19,41865,"Twilight (Twilight, #1)",4,589
0,40545956,Where the Forest Meets the Stars,0,591
1,52186796,"Girl, Woman, Other",0,591
2,42431386,The Bookish Life of Nina Hill,0,591
3,38926328,Five Feet Apart,0,591
4,42616620,A Beautiful Day in the Neighborhood: The Poetry of Mister Rogers,0,591
5,409457,Helen Keller: From Tragedy to Triumph,0,591
6,1682328,"SQL, PL/SQL: The Programming Language of Oracle",0,591
7,1716341,Quilling: Techniques and Inspiration,0,591
8,127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",0,591
9,1722953,Art of Paper Quilling: Designing Handcrafted Gifts and Cards,0,591
0,50358495,The Great Pretender: The Undercover Mission That Changed Our Understanding of Madness,0,592
1,52049936,Let's Talk: How English Conversation Works,0,592
2,52737746,Sex and Sexuality in Stuart Britain,0,592
3,52537009,Dorothy and Jack: The Transforming Friendship of Dorothy L. Sayers and C. S. Lewis,0,592
4,51601909,The Great Gatsby,0,592
5,52662139,Square Haunting: Five Writers in London Between the Wars,0,592
6,49919215,This Is Shakespeare,0,592
7,49977811,Swimming in the Dark,0,592
8,51734177,Antigone Rising: The Subversive Power of the Ancient Myths,0,592
9,51785557,"London Prep (London Prep, #1)",0,592
10,50096288,The Man in the Red Coat,0,592
11,44767458,"Dune (Dune, #1)",0,592
12,44287149,The Great Pretender: The Undercover Mission That Changed Our Understanding of Madness,0,592
13,32201859,The Hole in the Moon and Other Tales by Margaret St. Clair,0,592
14,43909018,"Downtown Pop Underground: New York City and the literary punks, renegade artists, DIY filmmakers, mad playwrights, and rock 'n' roll glitter queens who revolutionized culture",0,592
15,43908974,On Nineteen Eighty-Four: The Story of George Orwell’s Masterpiece,0,592
16,30754168,The Anxiety Code: Deciphering the Purposes of Neurotic Anxiety,0,592
17,40180049,Mudlark: In Search of London's Past Along the River Thames,0,592
18,43811253,Twenty Years After: A Sequel to The Three Musketeers,0,592
19,43908950,Good Neighbor: The Life and Work of Fred Rogers,0,592
0,1930637,کاخ تنهایی,0,593
1,3346349,كاخ تنهايي,0,593
2,27433204,...یادت نرود که,0,593
3,1274,"Men Are from Mars, Women Are from Venus",0,593
4,91767,Frida: A Biography of Frida Kahlo,0,593
0,9193022,"Everlasting Gospel, Ever-Changing World: Introducing Jesus to a Skeptical Generation",0,594
1,9039198,Dinosaurs   An Adventist View,5,594
0,36809135,Where the Crawdads Sing,5,595
1,39695417,The Restless Girls,0,595
2,44439342,The Confession,5,595
3,1736739,"Olive Kitteridge (Olive Kitteridge, #1)",0,595
4,12598982,Afterwards,4,595
5,34037113,"The Rules of Magic (Practical Magic, #0)",2,595
6,38330854,The Perfect Nanny,3,595
7,39280445,Nine Perfect Strangers,0,595
8,33255542,The Visitors,4,595
9,31700489,"El laberinto de los espíritus (El cementerio de los libros olvidados, #4)",3,595
10,18498569,The Miniaturist,5,595
11,25242224,"The Story of the Lost Child (The Neapolitan Novels, #4)",0,595
12,19486412,Big Little Lies,5,595
13,26247008,Truly Madly Guilty,5,595
14,23156040,"Those Who Leave and Those Who Stay (The Neapolitan Novels, #3)",5,595
15,17465515,"The Story of a New Name (The Neapolitan Novels, #2)",5,595
16,25573977,The Readers of Broken Wheel Recommend,4,595
17,18803640,H is for Hawk,0,595
18,27213208,The Muse,5,595
19,1934,Little Women,0,595
0,18050014,"Runner's World Big Book of Running for Beginners: Winning Strategies, Inspiring Stories, and The Ultimate Training Tools for Beginning Runners",0,596
1,28263889,Runner's World Run to Lose: A Complete Guide to Weight Loss for Runners,0,596
0,24817626,Go Set a Watchman,0,599
1,11438929,The Last Tsar: The Life and Death of Nicholas II,0,599
0,137172,"The Prince of Providence: The True Story of Buddy Cianci, America's Most Notorious Mayor, Some Wiseguys, and the Feds",0,600
1,15783514,The Ocean at the End of the Lane,5,600
0,6631792,The Book of Tomorrow,5,604
0,26530355,Misbehaving: The Making of Behavioral Economics,0,605
1,52754293,The Secret of Skin (All Things You Should Know About Skin),3,605
2,43196421,"Илон Маск: Tesla, SpaceX и дорога в будущее",3,605
3,40277241,Brief Answers to the Big Questions,3,605
4,15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",5,605
5,32283133,"Origin (Robert Langdon, #5)",4,605
6,1812457,The Shack,1,605
7,11374813,A Life Sold - What Ever Happened To That Guy Who Sold His Whole Life On Ebay?,3,605
8,49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,4,605
9,18775293,The Power of Noticing: What the Best Leaders See,0,605
10,20819682,Adultery,1,605
11,51799,The Decameron,3,605
12,2165,The Old Man and the Sea,0,605
13,5107,The Catcher in the Rye,0,605
14,15101,Blackberry Wine,2,605
15,91767,Frida: A Biography of Frida Kahlo,0,605
16,968,"The Da Vinci Code (Robert Langdon, #2)",4,605
17,344594,SEX в большой политике,3,605
18,930,Memoirs of a Geisha,4,605
19,195680,Village Evenings Near Dikanka and Mirgorod,4,605
0,389627,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",0,607
1,7278837,Diary of a Wimpy Kid: #1-4,0,607
0,862950,Boundaries: A Guide for Teens - Spiritual Version,4,608
1,16126941,The Memory Keeper's Daughter,0,608
2,7613,Animal Farm,2,608
3,497758,The Séance,0,608
4,1217100,Thirteen Reasons Why,0,608
5,51738,Just Listen,0,608
6,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",0,608
7,9917945,"Perfect (Impulse, #2)",0,608
8,11850771,Glimmer,0,608
9,7260188,"Mockingjay (The Hunger Games, #3)",0,608
10,6148028,"Catching Fire (The Hunger Games, #2)",0,608
11,1071541,Reaching Dustin,3,608
12,817952,Worth,4,608
13,11588,The Shining,0,608
14,13435892,Regine's Book: A Teen Girl's Last Words,0,608
15,60748,"A Child Called ""It"" (Dave Pelzer, #1)",5,608
16,7092413,Stranded,4,608
17,9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",4,608
18,1071529,Rimwalkers,5,608
0,2623,Great Expectations,4,609
1,5297,The Picture of Dorian Gray,0,609
2,4667024,The Help,4,609
3,2767052,"The Hunger Games (The Hunger Games, #1)",0,609
4,960,"Angels & Demons (Robert Langdon, #1)",0,609
5,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",0,609
0,16619,Democracy in America,0,613
0,6494292,American Rebel: The Life of Clint Eastwood,0,614
1,108835,Woe Is I: The Grammarphobe's Guide to Better English in Plain English,0,614
2,2906039,Just After Sunset,4,614
3,43931,The Woods,4,614
0,105576,Five Point Someone: What Not to Do at IIT,0,615
1,3240483,Always Looking Up: The Adventures of an Incurable Optimist,4,615
2,138269,Catch Me If You Can: The True Story of a Real Fake,4,615
3,215631,Pay It Forward,4,615
4,543339,"Dances with Wolves (Dances with Wolves, #1)",4,615
5,10907,The Pursuit of Happyness,5,615
6,13912,A Beautiful Mind,4,615
7,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,4,615
8,19501,"Eat, Pray, Love",4,615
9,12262741,Wild: From Lost to Found on the Pacific Crest Trail,5,615
10,172111,The Slave Dancer,4,615
11,833060,Smoky the Cow Horse,4,615
12,1077808,Shadow of a Bull,4,615
13,106597,Lincoln: A Photobiography,4,615
14,729630,Seabird,4,615
15,803454,The King's Fifth,4,615
16,196791,Homesick: My Own Story,4,615
17,847235,Daughter of the Mountains,4,615
18,207589,The Winter Room,4,615
19,402127,Calico Bush,4,615
0,43328,Rage of Angels,0,616
1,2832909,"An Echo in the Bone (Outlander, #7)",0,616
0,1314332,Before I Die,0,617
1,10947600,Saving June,0,617
2,4374400,"If I Stay (If I Stay, #1)",0,617
3,439288,Speak,0,617
4,196119,Candy,0,617
